text,label
"Coronavirus Case Confirmed In Arizona, Bringing U.S. Total To 5  https://www.npr.org/sections/goatsandsoda/2020/01/26/799726161/coronavirus-case-confirmed-in-arizona-bringing-u-s-total-to-5?utm_source=dlvr.it&utm_medium=twitter …",1
Are you in Wuhan? Tell us about living with the coronavirus outbreak  https://www.theguardian.com/science/2020/jan/23/are-you-in-wuhan-tell-us-about-living-with-the-coronavirus-outbreak?CMP=share_btn_tw …,1
"Texas A&M student thought to have Coronavirus tests negative, officials said
 https://www.statesman.com/news/20200126/texas-am-student-thought-to-have-coronavirus-tests-negative-officials-said?utm_source=SND&utm_medium=Twitter&utm_campaign=statesman …",1
League of Legends Pro League Week 2 Delayed Due to Coronavirus -  https://buff.ly/36vNluQ  pic.twitter.com/3spdSNP1Um,1
"Controversial opinion - The Coronavirus is not that serious. Unless you are very old or have a damaged immune system, you will probably not die if you contract the virus. 

8 - 20 thousand people die each year in America from the flu.  Around 50 have died from this new virus.",0
"5 million residents left Wuhan before coronavirus lockdown, mayor reveals  https://sg.news.yahoo.com/5-million-residents-left-wuhan-142328311.html …",1
"The University at Buffalo is taking precautions to make sure it's international students are safe from the coronavirus, which originated in Wuhan, China, and has since spread to more than 10 countries.  http://specne.ws/fErj2k?cid=twitter_SPECNewsBuffalo …",1
"A Brazos County resident who was tested for coronavirus after returning to Texas from China is not afflicted with the same deadly strain that has killed dozens of people, health officials said Sunday. | via @TexasTribune https://kutne.ws/36ra4bG ",1
Health officials confirm coronavirus case in Arizona  https://www.krem.com/article/news/health/health-officials-confirm-coronavirus-case-in-arizona/75-d6dd6dce-906a-4060-b32c-786524f10c17 …,1
China coronavirus outbreak unfolds in a new age of information  https://flip.it/UWH9RK ,1
Eskom will be slow to fix – CEO warns; SAA salaries; coronavirus in Africa  http://bit.ly/30WZAQf  pic.twitter.com/QtWuqf4zKG,1
"Coronavirus: South Africa on high alert over possible outbreak
 http://ow.ly/dImq30qcorC  pic.twitter.com/5v2r31iNNj",1
Deadly Chinese coronavirus spreads easier than thought. Here’s how to protect yourself  https://trib.al/ChAjMEm ,1
Coronavirus death toll rockets to EIGHTY with 24 new fatalities reported at the outbreak's epicentre  https://www.dailymail.co.uk/news/article-7932431/Coronavirus-death-toll-rockets-EIGHTY-24-new-fatalities-reported-outbreaks-epicentre.html …,1
"Man worried about coronavirus still hasn’t gotten flu shot
 https://www.thebeaverton.com/2020/01/man-worried-about-coronavirus-still-hasnt-gotten-flu-shot/ …",1
Coronavirus fears as Australian officials work to trace passengers who flew from Wuhan - ABC News (Australian Broadcasting Corporation)  https://www.abc.net.au/news/2020-01-26/australian-health-officials-race-to-trace-airline-passengers-wh/11901274?pfmredir=sm …,1
Thousands turn out for Vancouver Lunar New Year parade despite coronavirus concerns - BC |  http://Globalnews.ca  https://globalnews.ca/news/6464857/vancouver-lunar-new-year-parade-coronavirus/ …,1
Texas A&M student tests negative for coronavirus  http://bit.ly/2OgO4Kr ,1
Maritimers helping in China’s coronavirus fight  https://bit.ly/2TZOLew ,1
"SARS coronavirus is not contagious during its incubation period, which typically lasts 2-7 days but up to 10-14.
 https://twitter.com/reuters/status/1221519424768946177?s=21 … https://twitter.com/Reuters/status/1221519424768946177 …",0
BREAKING: The university says the student suspected of having the coronavirus tested negative.  http://bit.ly/2O0UJbb ,1
"Coronavirus Case Confirmed In Arizona, Bringing U.S. Total To 5  https://www.npr.org/sections/goatsandsoda/2020/01/26/799726161/coronavirus-case-confirmed-in-arizona-bringing-u-s-total-to-5?utm_source=dlvr.it&utm_medium=twitter …",1
We did an explainer last week on what #coronavirus is and how at risk you are - do take a listen.  https://twitter.com/TheQuicky__/status/1220062324314132480 …,1
"Wuhan mayor says over five million people left city since #coronavirus outbreak

 http://sptnkne.ws/BhND ",1
"Google searches for 'Kobe Bryant' over the last few hours, compared to 'facebook', 'donald trump', 'corona virus'.  pic.twitter.com/BR9K3fPH3q",1
"🔹 Cases of #coronavirus in China has increased 50% in 24 hours

🔹 50 million Chinese people are quarantined

🔹 This should be declared a public health emergency 

 https://twitter.com/b52malmet/status/1221481971626496006?s=21 … https://twitter.com/b52malmet/status/1221460361758617601?s=21 …",1
"Coronavirus footage out of China looks like ebola, med staff in Hazmat suits, yet local advice for ppl returning is to check in with your local GP. Sounds... a bit... I dunno.. chill?",1
"The Chinese people often say, “At festival time, one misses family and friends more than ever.” As we celebrate the New Year here in the UK, our hearts are with those back home fighting the new #coronavirus, especially the people of Hubei.  pic.twitter.com/qCUfMoe0v1",1
Our team is still on the ground in #Wuhan & continues to work w/ both Renmin and Zhongnan Hospitals of Wuhan University to help meet their immediate needs for managing the massive influx of patients presenting with flu-like symptoms. #Coronavirus  https://nyti.ms/38Apz2i ,1
"#Coronavirus outbreak: 3rd US case confirmed in #California, health officials say | Read more:  https://at.wftv.com/2O0khoO  pic.twitter.com/GWhNscZWjO",1
In #Travel News... 🌴❄️☀️ The Coronavirus: What Travelers Need to Know  https://www.nytimes.com/2020/01/26/travel/Coronavirus-travel.html?emc=rss&partner=rss … pic.twitter.com/k04JD3HzFC,1
Pressure grows on government to evacuate 200 British citizens trapped in China by coronavirus  https://www.independent.co.uk/news/world/asia/coronavirus-china-british-wuhan-evacuation-airlift-virus-symptoms-latest-a9302981.html?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1580078875 …,1
"“(There was some) concern over the spread of the H1N1 flu,” said Hamad Hassan, #Lebanon’s Minister of Public Health, but with regard to coronavirus #2019-nCoV, he assured that “there is no need to panic”

 https://arab.news/bvn79  pic.twitter.com/8CvZtJ1GVn",1
Virginia Dept. of Health monitors 3 residents for possible new strain of coronavirus  https://www.wbir.com/article/news/local/virginia/3-virginia-residents-monitored-for-possible-coronavirus/65-728f1916-61d6-4755-b245-c2000e53cf53 …,1
China coronavirus: baby with fever put in Hong Kong isolation ward as a ‘precaution’ after father failed to reveal he works at mainland hospital  https://www.scmp.com/news/hong-kong/health-environment/article/3047725/china-coronavirus-baby-fever-put-hong-kong?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1580078466 …,1
"UPDATE: A student at Texas A&M university does not have the 2019 novel coronavirus, Brazos County officials said Sunday.  https://www.kvue.com/article/news/health/possible-case-of-coronavirus-in-brazos-county-health-department-confirms/285-c0fb43c0-6c58-4011-bc1d-7ccfa329169f …",1
"Containing new #coronavirus may not be feasible, experts say, as they warn of possible sustained global spread, by @HelenBranswell  https://www.statnews.com/2020/01/26/containing-new-coronavirus-may-not-be-feasible-experts-say/ … via @statnews @rkhamsi #nCoV2019",1
"The person, who is a ""member of the Arizona State University community,"" was one of two more Americans who recently contracted the Novel Coronavirus that has killed more than 50 people in China, raising the U.S. total to five, officials confirmed Sunday.  https://www.azcentral.com/story/news/nation/2020/01/26/coronavirus-third-us-patient-diagnosed-california/4580804002/ …",1
The coronavirus’ death toll in China rises as the U.S. personnel get set to evacuate  https://www.post-gazette.com/news/health/2020/01/26/coronavirus-China-death-toll-new-cases-US-evacuate-spread-Wuhan-virus/stories/202001260171?utm_medium=social&utm_source=twitter_PittsburghPG …,1
NEW: The Coronavirus test for a Texas A&M student came back negative  https://www.kxan.com/news/texas/coronavirus-test-comes-back-negative-for-texas-am-student/?utm_medium=social&utm_source=twitter_KXAN_News …,1
"Coronavirus: London public health officials bracing for 'high likelihood' virus will eventually be found here

 https://wp.me/p9kAQI-29FY  #ldnont",1
Why did no one notice his prediction? Michael Lewis said only government could help Americans cope with a pandemic. Could this happen? #coronavirus,0
What exactly is the deadly #coronavirus? I answer your health questions and share @CDCgov tips: https://www.tcpalm.com/story/news/2020/01/26/novel-coronavirus-wuhan-china-florida/4583464002/ …,0
"As investors reacted to the spread of the coronavirus:
-Stock futures tumbled with crude oil
-Yen jumped while offshore yuan slumped
-Markets in China, Hong Kong, South Korea and Australia are shut

What you need to know about what's moving markets  https://trib.al/onbVVm3 ",1
"National criticises Government's 'weak', 'late' response to coronavirus outbreak
 https://www.tvnz.co.nz/one-news/new-zealand/national-criticises-governments-weak-late-response-coronavirus-outbreak … pic.twitter.com/2ZLvgfaUMq",1
"Updated Table (1/27/20): confirmed cases of #coronavirus (#2019nCoV) in #China & other countries, including a distribution map & a timeline. There are currently (6 am in #Wuhan) 2,493 confirmed cases worldwide, including 80 fatalities.

 https://bnonews.com/index.php/2020/01/the-latest-coronavirus-cases/ … via @BNODesk",1
"WHO is working with networks of specialists to analyze 2019-nCoV full genome sequences as they become available.
We have not received evidence that the virus has changed. We await further information from 🇨🇳 officials.
Situation report 26 Jan  http://bit.ly/37u0Ht7 
#coronavirus  pic.twitter.com/wHvEBpdlrO",1
Fifth US case of coronavirus confirmed as China warns people can spread the virus before they feel ill  http://bit.ly/30UFOVr ,1
How does the Wuhan coronavirus outbreak compare to SARS and MERS? | TheHill  https://thehill.com/changing-america/well-being/prevention-cures/479810-how-does-the-wuhan-coronavirus-outbreak-compare …,1
The WHO should sound the alarm on Wuhan coronavirus (opinion) - CNN  https://www.cnn.com/2020/01/25/opinions/who-should-sound-alarm-on-coronavirus-bociurkiw/index.html …,1
#BREAKING: Health officials say the U.S. now has five confirmed cases of the #coronavirus from China. Two new confirmed cases were announced today -- one in Los Angeles County in California and the other in Arizona. @FOX46News,0
"University Hospital Coventry following coronavirus 'low risk'
 https://www.coventrytelegraph.net/news/coventry-news/university-hospital-coventry-following-coronavirus-17634307 …",1
China coronavirus: baby with fever put in Hong Kong isolation ward as a ‘precaution’ after father failed to reveal he works at mainland hospital  https://www.scmp.com/news/hong-kong/health-environment/article/3047725/china-coronavirus-baby-fever-put-hong-kong?utm_term=Autofeed&utm_medium=Social&utm_content=article&utm_source=Twitter#Echobox=1580078421 …,1
"We are committing $10 million in emergency funds and corresponding support to assist frontline responders in China and Africa in their efforts to contain the global spread of 2019-nCoV (coronavirus). 

Full statement:  https://gates.ly/2O4dKK6 ",1
"Last week's losses are accelerating as the coronavirus outbreak continues to hit prices ... WTI coming off worst week since July, Brent since Dec. 2018 #OOTT pic.twitter.com/afgm7LudkG",1
"JUST IN: A Texas A&M student who was being tested for the Novel Coronavirus has tested negative, according to the Brazos County Health District. 
 https://bit.ly/30TGGcK?utm_medium=social&utm_source=twitter_KETK …",1
Three More Cases of Coronavirus Confirmed in U.S. - WSJ  https://www.wsj.com/articles/three-more-cases-of-coronavirus-confirmed-in-u-s-11580072396 …,1
China bans wildlife trade as killer Wuhan coronavirus spreads  https://www.scmp.com/news/china/society/article/3047716/china-bans-wildlife-trade-killer-wuhan-coronavirus-spreads?utm_term=Autofeed&utm_medium=Social&utm_content=article&utm_source=Twitter#Echobox=1580080879 …,1
"#Coronavirus: What we know about the deadly virus so far

MORE:  https://on.rt.com/a9rf  pic.twitter.com/sugMBQYrC1",1
FULL STORY: China extended the Lunar New Year holiday for an unspecified period of time to help stem the spread of the coronavirus that has killed at least 56 people and continues to trigger new infections | #OOTT #commodities #coronarvirus https://www.bloomberg.com/news/articles/2020-01-26/china-warns-virus-spreading-fast-as-california-reports-infection?srnd=premium-europe …,1
"As if oil did't have enough problems, its now got coronavirus demand issues... if $50 goes, then the head and shoulders top comes into play. I won't give you my target price as it sounds ridiculous at this stage, but Ive had it for a few years based on the big chart pattern...  pic.twitter.com/4QVLyt5QBx",0
"Just in | #Coronavirus death toll 
in #China leaps to 80, over 2,300 cases confirmed: government. AFP",1
"BREAKING: Total of 80 deaths from new coronavirus in China, overall, over 2,500 cases confirmed – reports  https://sptnkne.ws/BhUN  pic.twitter.com/2MefHykfWp",1
"Think about timing: 
If you are bullish on oil, and you are certain that #coronavirus will hit China and other countries with a major negative impact on the oil market, which quarter is  best for it to happen:",1
Coronavirus Q&A: Common symptoms and everything else Canadians should know  https://www.ctvnews.ca/health/coronavirus-q-a-common-symptoms-and-everything-else-canadians-should-know-1.4783836?taid=5e2e16980f91f60001a245ab&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter … pic.twitter.com/Y1O0LDOhC4,1
"Hong Kong authorities barred residents of China's Hubei province, the center of the coronavirus outbreak, from entering the city.  http://bit.ly/2NZ0mqq ",1
"🔹 Cases of #coronavirus in China has increased 50% in 24 hours

🔹 50 million Chinese people are quarantined

🔹 This should be declared a public health emergency 

 https://twitter.com/b52malmet/status/1221481971626496006?s=21 … https://twitter.com/b52malmet/status/1221460361758617601?s=21 …",1
"#Coronavirus death toll in China rises to 80 and the number of infected across the country reaches 2,300 according to the government: AFP news agency.",1
"As we continue to monitor the novel #coronavirus situation, your Medical Officer of Health @VeraEtches will be on @CTVOttMornLive tomorrow morning at 6:45 with an update & tips on preventing the spread of infection.",0
"Govt sets up 24 X 7 Helpline to answer public queries on #coronavirus
 http://www.newsonair.com/News?title=Govt-sets-up-24-X-7-Helpline-to-answer-public-queries-on-Corona-Virus%3b-Death-toll-in-deadly-virus-rises-to-56-in-China&id=379324 …",0
China says coronavirus can spread before symptoms show as death toll grows to 80 & 5th US case is confirmed  https://on.rt.com/a9sp ,1
China coronavirus screening like 'searching for a needle in a haystack' says health official China coronavirus screening like 'searching for a needle in a haystack' says health official (@radionz) pic.twitter.com/fZRXKm9yGa,1
Diplomatic staff are working with Chinese authorities to release Australian citizens from the country amid a lockdown in Wuhan. #Coronavirus  https://10daily.com.au/news/australia/a200126utnkf/australia-to-evacuate-citizens-from-coronavirus-epicentre-as-riots-break-out-abroad-20200126 …,1
"Heads up, indeed. #coronavirus  https://twitter.com/InfectiousDz/status/1221521230819295235 …",1
The US confirmed the 5th case of #coronavirus on Sunday: @CDCgov pic.twitter.com/60P2uwALrO,1
"#UPDATE: A case of the Coronavirus was confirmed Saturday night in #Toronto.
Also, #NewYork State is testing 4 people for the virus; making that a total of 7 people in NYS who have undergone that testing. 
3 of those cases have already come back negative. 
@SPECNewsBuffalo https://twitter.com/cnnbrk/status/1221546694044803073 …",1
Pressure grows on government to evacuate 200 British citizens trapped in China by coronavirus  https://www.independent.co.uk/news/world/asia/coronavirus-china-british-wuhan-evacuation-airlift-virus-symptoms-latest-a9302981.html?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1580078772 …,1
"#Coronavirus: 100,000 may already be infected, experts warn -  https://www.theguardian.com/science/2020/jan/26/coronavirus-could-infect-100000-globally-experts-warn … sobering stuff...",1
China scrambles to contain 'strengthening' virus  http://bit.ly/2uD7Qsc  #coronavirus  pic.twitter.com/CRAQ8aHGLV,1
"Some of the passengers arriving at Pearson from Guangzhou, China today. The man who tested positive for #coronavirus flew that route Wednesday. One woman told me everyone on the plane was wearing  masks, including flight attendants  pic.twitter.com/iVcLsqNcz1",0
"A helpful piece 
@statnews
 on the current state of what we know about the coronavirus situation #2019nCov https://twitter.com/HelenBranswell/status/1221535867992526849 …",1
"The coronavirus makes me wonder whether sales of Corona beer go up or down at a moment like this? Is it marketing you can't buy or a negative association that hurts more than it helps?

I'd like to think it's the latter but... people are weird.",1
Arizona resident is 5th confirmed case of coronavirus in US  https://www.fox29.com/news/arizona-resident-is-5th-confirmed-case-of-coronavirus-in-us …,1
Coronavirus death toll rockets to EIGHTY with 24 new fatalities reported at outbreak’s epicentre in Wuhan  https://trib.al/GMrQZxS  #CoronavirusOutbreak,1
"Two separate cases of the coronavirus have popped up in patients in Los Angeles County and Orange County, while another was confirmed in Arizona.

The infection was first found in Wuhan, China.

  https://washex.am/2Gs9oZ4 ",1
